department,district,path,lat,lon,solar_jan_dez,solar_media_anual,precip_jan_dez,precip_total_anual_mm,inclinacao_anual_graus,inclinacao_inverno_graus,inclinacao_verao_graus,fonte,data_acesso
03_Cordillera,Tobati,Departamentos/03_Cordillera/Tobati,-25.2602337,-57.0824109,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,25,35,15,nasa_power,2026-03-20
03_Cordillera,Valenzuela,Departamentos/03_Cordillera/Valenzuela,-25.5945372,-56.8705538,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,26,36,16,nasa_power,2026-03-20
04_Guaira,Borja,Departamentos/04_Guaira/Borja,-25.9507222,-56.4961614,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
04_Guaira,Capitan_Mauricio_Jose_Troche,Departamentos/04_Guaira/Capitan_Mauricio_Jose_Troche,-25.6159267,-56.2773937,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,26,36,16,nasa_power,2026-03-20
04_Guaira,Coronel_Martinez,Departamentos/04_Guaira/Coronel_Martinez,-25.7592199,-56.6192144,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.27|4.46|4.28|5.24|5.08|2.87|2.37|1.77|2.90|5.84|6.23|5.42,1544,26,36,16,nasa_power,2026-03-20
04_Guaira,Doctor_Botrell,Departamentos/04_Guaira/Doctor_Botrell,-25.6149241,-56.3398852,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,26,36,16,nasa_power,2026-03-20
04_Guaira,Felix_Perez_Cardozo,Departamentos/04_Guaira/Felix_Perez_Cardozo,-25.7428872,-56.5227793,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,26,36,16,nasa_power,2026-03-20
04_Guaira,General_Eugenio_A_Garay,Departamentos/04_Guaira/General_Eugenio_A_Garay,-25.9684172,-56.1861176,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
04_Guaira,Independencia,Departamentos/04_Guaira/Independencia,-25.706892,-56.1821368,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,26,36,16,nasa_power,2026-03-20
04_Guaira,Itape,Departamentos/04_Guaira/Itape,-25.8520504,-56.6147051,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.27|4.46|4.28|5.24|5.08|2.87|2.37|1.77|2.90|5.84|6.23|5.42,1544,26,36,16,nasa_power,2026-03-20
04_Guaira,Iturbe,Departamentos/04_Guaira/Iturbe,-26.0583952,-56.4874273,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
04_Guaira,Jose_Fassardi,Departamentos/04_Guaira/Jose_Fassardi,-25.9795583,-56.1217721,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
04_Guaira,Mbocayaty_del_Guaira,Departamentos/04_Guaira/Mbocayaty_del_Guaira,-25.7148266,-56.4080301,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,26,36,16,nasa_power,2026-03-20
04_Guaira,Natalicio_Talavera,Departamentos/04_Guaira/Natalicio_Talavera,-25.6547363,-56.3083909,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,26,36,16,nasa_power,2026-03-20
04_Guaira,Numi,Departamentos/04_Guaira/Numi,-25.6055208,-56.3049434,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,26,36,16,nasa_power,2026-03-20
04_Guaira,Paso_Yobai,Departamentos/04_Guaira/Paso_Yobai,-25.7132848,-56.0015539,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,26,36,16,nasa_power,2026-03-20
04_Guaira,San_Salvador,Departamentos/04_Guaira/San_Salvador,-25.9430646,-56.4710195,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
04_Guaira,Tebicuary,Departamentos/04_Guaira/Tebicuary,-25.853769,-56.6133522,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.27|4.46|4.28|5.24|5.08|2.87|2.37|1.77|2.90|5.84|6.23|5.42,1544,26,36,16,nasa_power,2026-03-20
04_Guaira,Villarrica,Departamentos/04_Guaira/Villarrica,-25.7809839,-56.4478765,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
04_Guaira,Yataity_del_Guaira,Departamentos/04_Guaira/Yataity_del_Guaira,-25.6891251,-56.4668019,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,26,36,16,nasa_power,2026-03-20
05_Caaguazu,Caaguazu,Departamentos/05_Caaguazu/Caaguazu,-25.4661756,-56.0181685,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Carayao,Departamentos/05_Caaguazu/Carayao,-25.2003076,-56.397201,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.01|5.07|4.02|4.91|5.57|2.99|2.26|1.49|3.14|5.94|6.33|5.41,1557,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Coronel_Oviedo,Departamentos/05_Caaguazu/Coronel_Oviedo,-25.450055,-56.4406994,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Doctor_Cecilio_Baez,Departamentos/05_Caaguazu/Doctor_Cecilio_Baez,-25.0715236,-56.2430442,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.01|5.07|4.02|4.91|5.57|2.99|2.26|1.49|3.14|5.94|6.33|5.41,1557,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Doctor_Eulogio_Estigarribia,Departamentos/05_Caaguazu/Doctor_Eulogio_Estigarribia,-25.3715319,-55.7044814,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.57|4.59|4.07|5.06|5.70|3.14|2.55|1.76|3.44|6.11|6.26|5.55,1607,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Doctor_Juan_Manuel_Frutos,Departamentos/05_Caaguazu/Doctor_Juan_Manuel_Frutos,-25.3859791,-55.8332378,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.57|4.59|4.07|5.06|5.70|3.14|2.55|1.76|3.44|6.11|6.26|5.55,1607,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Jose_Domingo_Ocampos,Departamentos/05_Caaguazu/Jose_Domingo_Ocampos,-25.4110492,-55.4252228,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.57|4.59|4.07|5.06|5.70|3.14|2.55|1.76|3.44|6.11|6.26|5.55,1607,25,35,15,nasa_power,2026-03-20
05_Caaguazu,La_Pastora,Departamentos/05_Caaguazu/La_Pastora,-25.2469599,-56.5383271,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.01|5.07|4.02|4.91|5.57|2.99|2.26|1.49|3.14|5.94|6.33|5.41,1557,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Mariscal_Francisco_Solano_Lopez,Departamentos/05_Caaguazu/Mariscal_Francisco_Solano_Lopez,-25.4651112,-56.0200575,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Nueva_Londres,Departamentos/05_Caaguazu/Nueva_Londres,-25.4044721,-56.5498473,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Nueva_Toledo,Departamentos/05_Caaguazu/Nueva_Toledo,-24.9707185,-55.6244966,6.56|6.04|5.59|4.57|3.37|2.97|3.27|4.04|4.58|5.29|6.28|6.54,4.92,4.32|4.90|3.91|4.93|5.62|3.09|2.36|1.64|3.45|6.00|6.16|5.55,1581,25,35,15,nasa_power,2026-03-20
05_Caaguazu,RI_Tres_Corrales,Departamentos/05_Caaguazu/RI_Tres_Corrales,-25.3167,-55.7667,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.57|4.59|4.07|5.06|5.70|3.14|2.55|1.76|3.44|6.11|6.26|5.55,1607,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Raul_Arsenio_Oviedo,Departamentos/05_Caaguazu/Raul_Arsenio_Oviedo,-25.1968336,-55.6056436,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.32|4.90|3.91|4.93|5.62|3.09|2.36|1.64|3.45|6.00|6.16|5.55,1581,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Repatriacion,Departamentos/05_Caaguazu/Repatriacion,-25.5365912,-55.9931355,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.22|4.82|4.21|5.08|5.55|3.01|2.43|1.68|3.07|6.04|6.33|5.37,1577,26,36,16,nasa_power,2026-03-20
05_Caaguazu,San_Joaquin,Departamentos/05_Caaguazu/San_Joaquin,-25.0276651,-56.0439584,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.01|5.07|4.02|4.91|5.57|2.99|2.26|1.49|3.14|5.94|6.33|5.41,1557,25,35,15,nasa_power,2026-03-20
05_Caaguazu,San_Jose_de_los_Arroyos,Departamentos/05_Caaguazu/San_Jose_de_los_Arroyos,-25.5322822,-56.7317808,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,26,36,16,nasa_power,2026-03-20
05_Caaguazu,Santa_Rosa_del_Mbutuy,Departamentos/05_Caaguazu/Santa_Rosa_del_Mbutuy,-24.982285,-56.2561878,6.73|6.14|5.58|4.61|3.40|2.96|3.24|4.04|4.62|5.38|6.37|6.67,4.98,4.01|5.07|4.02|4.91|5.57|2.99|2.26|1.49|3.14|5.94|6.33|5.41,1557,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Simon_Bolivar,Departamentos/05_Caaguazu/Simon_Bolivar,-25.0497289,-56.3254977,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.01|5.07|4.02|4.91|5.57|2.99|2.26|1.49|3.14|5.94|6.33|5.41,1557,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Tembiapora,Departamentos/05_Caaguazu/Tembiapora,-25.3531583,-55.3777523,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.57|4.59|4.07|5.06|5.70|3.14|2.55|1.76|3.44|6.11|6.26|5.55,1607,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Tres_de_Febrero,Departamentos/05_Caaguazu/Tres_de_Febrero,-25.2457526,-55.7752737,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.32|4.90|3.91|4.93|5.62|3.09|2.36|1.64|3.45|6.00|6.16|5.55,1581,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Vaqueria,Departamentos/05_Caaguazu/Vaqueria,-24.9937428,-55.8200886,6.56|6.04|5.59|4.57|3.37|2.97|3.27|4.04|4.58|5.29|6.28|6.54,4.92,4.32|4.90|3.91|4.93|5.62|3.09|2.36|1.64|3.45|6.00|6.16|5.55,1581,25,35,15,nasa_power,2026-03-20
05_Caaguazu,Yhu,Departamentos/05_Caaguazu/Yhu,-25.056433,-55.9224442,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.32|4.90|3.91|4.93|5.62|3.09|2.36|1.64|3.45|6.00|6.16|5.55,1581,25,35,15,nasa_power,2026-03-20
06_Caazapa,3_de_Mayo,Departamentos/06_Caazapa/3_de_Mayo,-26.4809673,-56.0956001,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.55|4.35|4.39|5.70|5.04|3.34|2.63|2.28|3.35|6.25|6.26|5.38,1629,26,36,16,nasa_power,2026-03-20
06_Caazapa,Abai,Departamentos/06_Caazapa/Abai,-26.0409337,-55.9442315,6.56|6.06|5.32|4.33|3.21|2.76|3.08|3.81|4.39|5.25|6.31|6.67,4.81,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
06_Caazapa,Buena_Vista,Departamentos/06_Caazapa/Buena_Vista,-26.1839492,-56.082775,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
06_Caazapa,Caazapa,Departamentos/06_Caazapa/Caazapa,-26.1973302,-56.3666422,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
06_Caazapa,Doctor_Moises_Bertoni,Departamentos/06_Caazapa/Doctor_Moises_Bertoni,-26.3560391,-56.4847984,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.55|4.35|4.39|5.70|5.04|3.34|2.63|2.28|3.35|6.25|6.26|5.38,1629,26,36,16,nasa_power,2026-03-20
06_Caazapa,Fulgencio_Yegros,Departamentos/06_Caazapa/Fulgencio_Yegros,-26.4555348,-56.4037709,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.55|4.35|4.39|5.70|5.04|3.34|2.63|2.28|3.35|6.25|6.26|5.38,1629,26,36,16,nasa_power,2026-03-20
06_Caazapa,General_Higinio_Morinigo,Departamentos/06_Caazapa/General_Higinio_Morinigo,-26.0272686,-56.0845959,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
06_Caazapa,Maciel,Departamentos/06_Caazapa/Maciel,-26.1825151,-56.4726609,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
06_Caazapa,San_Juan_Nepomuceno,Departamentos/06_Caazapa/San_Juan_Nepomuceno,-26.1115601,-55.9360092,6.56|6.06|5.32|4.33|3.21|2.76|3.08|3.81|4.39|5.25|6.31|6.67,4.81,4.57|4.51|4.21|5.38|5.35|3.40|2.68|2.06|3.40|6.23|6.12|5.46,1625,26,36,16,nasa_power,2026-03-20
06_Caazapa,Tavarai,Departamentos/06_Caazapa/Tavarai,-26.25,-56.55,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.35|4.55|4.28|5.31|5.34|3.12|2.53|1.97|3.11|6.11|6.25|5.30,1590,26,36,16,nasa_power,2026-03-20
06_Caazapa,Yuty,Departamentos/06_Caazapa/Yuty,-26.6141187,-56.2475118,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.55|4.35|4.39|5.70|5.04|3.34|2.63|2.28|3.35|6.25|6.26|5.38,1629,27,37,17,nasa_power,2026-03-20
07_Itapua,Alto_Vera,Departamentos/07_Itapua/Alto_Vera,-26.7521622,-55.7682012,6.56|6.06|5.32|4.33|3.21|2.76|3.08|3.81|4.39|5.25|6.31|6.67,4.81,4.96|4.31|4.72|6.14|4.85|3.67|2.91|2.65|3.76|6.66|6.44|5.82,1732,27,37,17,nasa_power,2026-03-20
07_Itapua,Bella_Vista,Departamentos/07_Itapua/Bella_Vista,-27.0422036,-55.5770692,6.56|6.11|5.31|4.26|3.15|2.69|2.99|3.69|4.36|5.27|6.39|6.73,4.79,4.96|4.31|4.72|6.14|4.85|3.67|2.91|2.65|3.76|6.66|6.44|5.82,1732,27,37,17,nasa_power,2026-03-20
07_Itapua,Cambreta,Departamentos/07_Itapua/Cambreta,-27.2833,-55.7333,6.56|6.11|5.31|4.26|3.15|2.69|2.99|3.69|4.36|5.27|6.39|6.73,4.79,5.02|4.41|4.81|6.21|4.73|3.73|2.97|2.89|4.05|6.94|6.35|6.05,1770,27,37,17,nasa_power,2026-03-20
07_Itapua,Capitan_Meza,Departamentos/07_Itapua/Capitan_Meza,-26.9364706,-55.23533,6.56|6.06|5.32|4.33|3.21|2.76|3.08|3.81|4.39|5.25|6.31|6.67,4.81,4.95|4.55|4.41|6.16|4.99|4.00|3.19|2.71|3.89|6.63|6.18|5.86,1751,27,37,17,nasa_power,2026-03-20
07_Itapua,Capitan_Miranda,Departamentos/07_Itapua/Capitan_Miranda,-27.2196484,-55.8011417,6.56|6.11|5.31|4.26|3.15|2.69|2.99|3.69|4.36|5.27|6.39|6.73,4.79,4.96|4.31|4.72|6.14|4.85|3.67|2.91|2.65|3.76|6.66|6.44|5.82,1732,27,37,17,nasa_power,2026-03-20
07_Itapua,Carlos_Antonio_Lopez,Departamentos/07_Itapua/Carlos_Antonio_Lopez,-26.3985002,-54.7568241,6.47|6.02|5.33|4.39|3.24|2.80|3.13|3.90|4.47|5.26|6.32|6.54,4.82,4.80|4.56|4.33|5.81|5.02|3.95|3.04|2.44|3.78|6.64|6.00|5.88,1712,26,36,16,nasa_power,2026-03-20
07_Itapua,Carmen_del_Parana,Departamentos/07_Itapua/Carmen_del_Parana,-27.2209064,-56.1479269,6.74|6.25|5.37|4.27|3.19|2.70|3.05|3.74|4.44|5.36|6.49|6.87,4.87,4.84|4.35|4.71|6.12|4.78|3.57|2.75|2.59|3.69|6.66|6.46|5.76,1713,27,37,17,nasa_power,2026-03-20
07_Itapua,Coronel_Bogado,Departamentos/07_Itapua/Coronel_Bogado,-27.1605297,-56.2414071,6.74|6.25|5.37|4.27|3.19|2.70|3.05|3.74|4.44|5.36|6.49|6.87,4.87,4.84|4.35|4.71|6.12|4.78|3.57|2.75|2.59|3.69|6.66|6.46|5.76,1713,27,37,17,nasa_power,2026-03-20
07_Itapua,Edelira,Departamentos/07_Itapua/Edelira,-27.310307,-55.855905,6.56|6.11|5.31|4.26|3.15|2.69|2.99|3.69|4.36|5.27|6.39|6.73,4.79,5.02|4.41|4.81|6.21|4.73|3.73|2.97|2.89|4.05|6.94|6.35|6.05,1770,27,37,17,nasa_power,2026-03-20
07_Itapua,Encarnacion,Departamentos/07_Itapua/Encarnacion,-27.3376114,-55.8669492,6.56|6.11|5.31|4.26|3.15|2.69|2.99|3.69|4.36|5.27|6.39|6.73,4.79,5.02|4.41|4.81|6.21|4.73|3.73|2.97|2.89|4.05|6.94|6.35|6.05,1770,27,37,17,nasa_power,2026-03-20
07_Itapua,Fram,Departamentos/07_Itapua/Fram,-27.0953017,-56.0190012,6.74|6.25|5.37|4.27|3.19|2.70|3.05|3.74|4.44|5.36|6.49|6.87,4.87,4.84|4.35|4.71|6.12|4.78|3.57|2.75|2.59|3.69|6.66|6.46|5.76,1713,27,37,17,nasa_power,2026-03-20
07_Itapua,General_Artigas,Departamentos/07_Itapua/General_Artigas,-26.9327817,-56.2245027,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.84|4.35|4.71|6.12|4.78|3.57|2.75|2.59|3.69|6.66|6.46|5.76,1713,27,37,17,nasa_power,2026-03-20
