department,district,path,lat,lon,solar_jan_dez,solar_media_anual,precip_jan_dez,precip_total_anual_mm,inclinacao_anual_graus,inclinacao_inverno_graus,inclinacao_verao_graus,fonte,data_acesso
07_Itapua,General_Delgado,Departamentos/07_Itapua/General_Delgado,-27.0906714,-56.5254794,6.74|6.25|5.37|4.27|3.19|2.70|3.05|3.74|4.44|5.36|6.49|6.87,4.87,4.84|4.35|4.71|6.12|4.78|3.57|2.75|2.59|3.69|6.66|6.46|5.76,1713,27,37,17,nasa_power,2026-03-20
07_Itapua,Hohenau,Departamentos/07_Itapua/Hohenau,-27.0712879,-55.639978,6.56|6.11|5.31|4.26|3.15|2.69|2.99|3.69|4.36|5.27|6.39|6.73,4.79,4.96|4.31|4.72|6.14|4.85|3.67|2.91|2.65|3.76|6.66|6.44|5.82,1732,27,37,17,nasa_power,2026-03-20
07_Itapua,Itapua_Poty,Departamentos/07_Itapua/Itapua_Poty,-26.6309512,-55.5202183,6.56|6.06|5.32|4.33|3.21|2.76|3.08|3.81|4.39|5.25|6.31|6.67,4.81,4.73|4.40|4.42|5.85|5.13|3.56|2.82|2.34|3.50|6.38|6.25|5.57,1673,27,37,17,nasa_power,2026-03-20
07_Itapua,Jesus,Departamentos/07_Itapua/Jesus,-27.0560079,-55.7542622,6.56|6.11|5.31|4.26|3.15|2.69|2.99|3.69|4.36|5.27|6.39|6.73,4.79,4.96|4.31|4.72|6.14|4.85|3.67|2.91|2.65|3.76|6.66|6.44|5.82,1732,27,37,17,nasa_power,2026-03-20
07_Itapua,Jose_Leandro_Oviedo,Departamentos/07_Itapua/Jose_Leandro_Oviedo,-26.7445942,-56.279358,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.55|4.35|4.39|5.70|5.04|3.34|2.63|2.28|3.35|6.25|6.26|5.38,1629,27,37,17,nasa_power,2026-03-20
07_Itapua,La_Paz,Departamentos/07_Itapua/La_Paz,-26.9943634,-55.8888571,6.56|6.06|5.32|4.33|3.21|2.76|3.08|3.81|4.39|5.25|6.31|6.67,4.81,4.96|4.31|4.72|6.14|4.85|3.67|2.91|2.65|3.76|6.66|6.44|5.82,1732,27,37,17,nasa_power,2026-03-20
07_Itapua,Mayor_Otano,Departamentos/07_Itapua/Mayor_Otano,-26.3534303,-54.7215375,6.47|6.02|5.33|4.39|3.24|2.80|3.13|3.90|4.47|5.26|6.32|6.54,4.82,4.80|4.56|4.33|5.81|5.02|3.95|3.04|2.44|3.78|6.64|6.00|5.88,1712,26,36,16,nasa_power,2026-03-20
07_Itapua,Natalio,Departamentos/07_Itapua/Natalio,-26.7564696,-55.1367139,6.56|6.06|5.32|4.33|3.21|2.76|3.08|3.81|4.39|5.25|6.31|6.67,4.81,4.95|4.55|4.41|6.16|4.99|4.00|3.19|2.71|3.89|6.63|6.18|5.86,1751,27,37,17,nasa_power,2026-03-20
07_Itapua,Nueva_Alborada,Departamentos/07_Itapua/Nueva_Alborada,-27.2696145,-55.6796227,6.56|6.11|5.31|4.26|3.15|2.69|2.99|3.69|4.36|5.27|6.39|6.73,4.79,5.02|4.41|4.81|6.21|4.73|3.73|2.97|2.89|4.05|6.94|6.35|6.05,1770,27,37,17,nasa_power,2026-03-20
07_Itapua,Obligado,Departamentos/07_Itapua/Obligado,-27.0553072,-55.6293459,6.56|6.11|5.31|4.26|3.15|2.69|2.99|3.69|4.36|5.27|6.39|6.73,4.79,4.96|4.31|4.72|6.14|4.85|3.67|2.91|2.65|3.76|6.66|6.44|5.82,1732,27,37,17,nasa_power,2026-03-20
07_Itapua,Pirapo,Departamentos/07_Itapua/Pirapo,-26.8575086,-55.5438375,6.56|6.06|5.32|4.33|3.21|2.76|3.08|3.81|4.39|5.25|6.31|6.67,4.81,4.96|4.31|4.72|6.14|4.85|3.67|2.91|2.65|3.76|6.66|6.44|5.82,1732,27,37,17,nasa_power,2026-03-20
07_Itapua,San_Cosme_y_Damian,Departamentos/07_Itapua/San_Cosme_y_Damian,-27.3159514,-56.3312694,6.74|6.25|5.37|4.27|3.19|2.70|3.05|3.74|4.44|5.36|6.49|6.87,4.87,4.88|4.41|4.91|6.20|4.64|3.63|2.78|2.72|3.91|6.99|6.39|6.02,1750,27,37,17,nasa_power,2026-03-20
07_Itapua,San_Juan_del_Parana,Departamentos/07_Itapua/San_Juan_del_Parana,-27.2691069,-55.9898457,6.56|6.11|5.31|4.26|3.15|2.69|2.99|3.69|4.36|5.27|6.39|6.73,4.79,4.88|4.41|4.91|6.20|4.64|3.63|2.78|2.72|3.91|6.99|6.39|6.02,1750,27,37,17,nasa_power,2026-03-20
07_Itapua,San_Pedro_del_Parana,Departamentos/07_Itapua/San_Pedro_del_Parana,-26.833795,-56.2091439,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.84|4.35|4.71|6.12|4.78|3.57|2.75|2.59|3.69|6.66|6.46|5.76,1713,27,37,17,nasa_power,2026-03-20
07_Itapua,San_Rafael_del_Parana,Departamentos/07_Itapua/San_Rafael_del_Parana,-26.5942835,-54.9963893,6.47|6.02|5.33|4.39|3.24|2.80|3.13|3.90|4.47|5.26|6.32|6.54,4.82,4.80|4.56|4.33|5.81|5.02|3.95|3.04|2.44|3.78|6.64|6.00|5.88,1712,27,37,17,nasa_power,2026-03-20
07_Itapua,Tomas_Romero_Pereira,Departamentos/07_Itapua/Tomas_Romero_Pereira,-26.4640084,-55.2758653,6.56|6.06|5.32|4.33|3.21|2.76|3.08|3.81|4.39|5.25|6.31|6.67,4.81,4.80|4.56|4.33|5.81|5.02|3.95|3.04|2.44|3.78|6.64|6.00|5.88,1712,26,36,16,nasa_power,2026-03-20
07_Itapua,Trinidad,Departamentos/07_Itapua/Trinidad,-27.1450574,-55.7098346,6.56|6.11|5.31|4.26|3.15|2.69|2.99|3.69|4.36|5.27|6.39|6.73,4.79,4.96|4.31|4.72|6.14|4.85|3.67|2.91|2.65|3.76|6.66|6.44|5.82,1732,27,37,17,nasa_power,2026-03-20
07_Itapua,Yatytay,Departamentos/07_Itapua/Yatytay,-26.672829,-55.0876912,6.56|6.06|5.32|4.33|3.21|2.76|3.08|3.81|4.39|5.25|6.31|6.67,4.81,4.80|4.56|4.33|5.81|5.02|3.95|3.04|2.44|3.78|6.64|6.00|5.88,1712,27,37,17,nasa_power,2026-03-20
08_Misiones,Ayolas,Departamentos/08_Misiones/Ayolas,-27.3898739,-56.844718,6.74|6.25|5.37|4.27|3.19|2.70|3.05|3.74|4.44|5.36|6.49|6.87,4.87,4.74|4.26|4.52|5.82|4.13|3.12|2.22|2.11|3.29|6.20|6.05|5.64,1586,27,37,17,nasa_power,2026-03-20
08_Misiones,San_Ignacio,Departamentos/08_Misiones/San_Ignacio,-26.8871898,-57.0240156,6.72|6.24|5.35|4.27|3.26|2.73|3.11|3.77|4.48|5.37|6.41|6.79,4.87,4.58|4.19|4.41|5.73|4.34|3.07|2.31|2.13|3.26|6.05|6.18|5.57,1577,27,37,17,nasa_power,2026-03-20
08_Misiones,San_Juan_Bautista,Departamentos/08_Misiones/San_Juan_Bautista,-26.717513,-57.3337056,6.72|6.24|5.35|4.27|3.26|2.73|3.11|3.77|4.48|5.37|6.41|6.79,4.87,4.41|4.26|4.32|5.48|4.45|2.80|2.17|1.79|2.90|5.62|6.06|5.40,1512,27,37,17,nasa_power,2026-03-20
08_Misiones,San_Miguel,Departamentos/08_Misiones/San_Miguel,-26.534595,-57.038751,6.72|6.24|5.35|4.27|3.26|2.73|3.11|3.77|4.48|5.37|6.41|6.79,4.87,4.38|4.23|4.28|5.47|4.61|2.95|2.32|1.99|3.09|5.84|6.14|5.43,1544,27,37,17,nasa_power,2026-03-20
08_Misiones,San_Patricio,Departamentos/08_Misiones/San_Patricio,-26.976687,-56.8273098,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.58|4.19|4.41|5.73|4.34|3.07|2.31|2.13|3.26|6.05|6.18|5.57,1577,27,37,17,nasa_power,2026-03-20
08_Misiones,Santa_Maria,Departamentos/08_Misiones/Santa_Maria,-26.7825265,-56.9450719,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.58|4.19|4.41|5.73|4.34|3.07|2.31|2.13|3.26|6.05|6.18|5.57,1577,27,37,17,nasa_power,2026-03-20
08_Misiones,Santa_Rosa,Departamentos/08_Misiones/Santa_Rosa,-26.8864043,-56.8492668,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.58|4.19|4.41|5.73|4.34|3.07|2.31|2.13|3.26|6.05|6.18|5.57,1577,27,37,17,nasa_power,2026-03-20
08_Misiones,Santiago,Departamentos/08_Misiones/Santiago,-27.1402177,-56.7634235,6.74|6.25|5.37|4.27|3.19|2.70|3.05|3.74|4.44|5.36|6.49|6.87,4.87,4.58|4.19|4.41|5.73|4.34|3.07|2.31|2.13|3.26|6.05|6.18|5.57,1577,27,37,17,nasa_power,2026-03-20
08_Misiones,Villa_Florida,Departamentos/08_Misiones/Villa_Florida,-26.408432,-57.1252096,6.72|6.24|5.35|4.27|3.26|2.73|3.11|3.77|4.48|5.37|6.41|6.79,4.87,4.38|4.23|4.28|5.47|4.61|2.95|2.32|1.99|3.09|5.84|6.14|5.43,1544,26,36,16,nasa_power,2026-03-20
08_Misiones,Yabebyry,Departamentos/08_Misiones/Yabebyry,-27.3792946,-57.1653769,6.76|6.25|5.34|4.21|3.22|2.68|3.07|3.76|4.52|5.40|6.52|6.87,4.89,4.74|4.26|4.52|5.82|4.13|3.12|2.22|2.11|3.29|6.20|6.05|5.64,1586,27,37,17,nasa_power,2026-03-20
09_Paraguari,Acahay,Departamentos/09_Paraguari/Acahay,-25.9139897,-57.1142066,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.27|4.46|4.28|5.24|5.08|2.87|2.37|1.77|2.90|5.84|6.23|5.42,1544,26,36,16,nasa_power,2026-03-20
09_Paraguari,Caapucu,Departamentos/09_Paraguari/Caapucu,-26.2336162,-57.1820645,6.72|6.24|5.35|4.27|3.26|2.73|3.11|3.77|4.48|5.37|6.41|6.79,4.87,4.27|4.46|4.28|5.24|5.08|2.87|2.37|1.77|2.90|5.84|6.23|5.42,1544,26,36,16,nasa_power,2026-03-20
09_Paraguari,Caballero,Departamentos/09_Paraguari/Caballero,-25.6913743,-56.8616212,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,26,36,16,nasa_power,2026-03-20
09_Paraguari,Carapegua,Departamentos/09_Paraguari/Carapegua,-25.767636,-57.2425331,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.23|4.53|4.39|5.24|4.61|2.63|2.15|1.51|2.68|5.45|6.16|5.56,1496,26,36,16,nasa_power,2026-03-20
09_Paraguari,Escobar,Departamentos/09_Paraguari/Escobar,-25.6735792,-57.0403827,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,26,36,16,nasa_power,2026-03-20
09_Paraguari,General_Bernardino_Caballero,Departamentos/09_Paraguari/General_Bernardino_Caballero,-25.6913743,-56.8616212,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,26,36,16,nasa_power,2026-03-20
09_Paraguari,La_Colmena,Departamentos/09_Paraguari/La_Colmena,-25.8856298,-56.8404292,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.27|4.46|4.28|5.24|5.08|2.87|2.37|1.77|2.90|5.84|6.23|5.42,1544,26,36,16,nasa_power,2026-03-20
09_Paraguari,Mbuyapey,Departamentos/09_Paraguari/Mbuyapey,-26.2205658,-56.7572497,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.27|4.46|4.28|5.24|5.08|2.87|2.37|1.77|2.90|5.84|6.23|5.42,1544,26,36,16,nasa_power,2026-03-20
09_Paraguari,Paraguari,Departamentos/09_Paraguari/Paraguari,-25.6203507,-57.1505142,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,26,36,16,nasa_power,2026-03-20
09_Paraguari,Pirayu,Departamentos/09_Paraguari/Pirayu,-25.48,-57.23,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.06|4.92|4.37|4.97|4.62|2.47|2.03|1.23|2.44|5.27|6.35|5.78,1477,25,35,15,nasa_power,2026-03-20
09_Paraguari,Quiindy,Departamentos/09_Paraguari/Quiindy,-25.9757816,-57.2324307,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.23|4.53|4.39|5.24|4.61|2.63|2.15|1.51|2.68|5.45|6.16|5.56,1496,26,36,16,nasa_power,2026-03-20
09_Paraguari,Quyquyho,Departamentos/09_Paraguari/Quyquyho,-26.2316581,-56.9888688,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.27|4.46|4.28|5.24|5.08|2.87|2.37|1.77|2.90|5.84|6.23|5.42,1544,26,36,16,nasa_power,2026-03-20
09_Paraguari,San_Roque_Gonzalez,Departamentos/09_Paraguari/San_Roque_Gonzalez,-25.8814105,-57.2891135,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.23|4.53|4.39|5.24|4.61|2.63|2.15|1.51|2.68|5.45|6.16|5.56,1496,26,36,16,nasa_power,2026-03-20
09_Paraguari,Sapucai,Departamentos/09_Paraguari/Sapucai,-25.66667,-56.91667,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.09|4.96|4.29|4.95|4.91|2.61|2.14|1.32|2.58|5.53|6.42|5.66,1506,26,36,16,nasa_power,2026-03-20
09_Paraguari,Tebicuary_mi,Departamentos/09_Paraguari/Tebicuary_mi,-25.7789491,-56.6472343,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.27|4.46|4.28|5.24|5.08|2.87|2.37|1.77|2.90|5.84|6.23|5.42,1544,26,36,16,nasa_power,2026-03-20
09_Paraguari,Yaguarun,Departamentos/09_Paraguari/Yaguarun,-26.0,-57.0,6.74|6.20|5.50|4.48|3.35|2.88|3.21|3.96|4.59|5.43|6.43|6.81,4.96,4.27|4.46|4.28|5.24|5.08|2.87|2.37|1.77|2.90|5.84|6.23|5.42,1544,26,36,16,nasa_power,2026-03-20
09_Paraguari,Ybycui,Departamentos/09_Paraguari/Ybycui,-26.1316891,-56.8429718,6.71|6.20|5.39|4.34|3.26|2.77|3.10|3.79|4.42|5.34|6.39|6.76,4.87,4.27|4.46|4.28|5.24|5.08|2.87|2.37|1.77|2.90|5.84|6.23|5.42,1544,26,36,16,nasa_power,2026-03-20
09_Paraguari,Ybytimi,Departamentos/09_Paraguari/Ybytimi,-25.2721958,-57.5636465,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.06|4.92|4.37|4.97|4.62|2.47|2.03|1.23|2.44|5.27|6.35|5.78,1477,25,35,15,nasa_power,2026-03-20
10_Alto_Parana,Ciudad_del_Este,Departamentos/10_Alto_Parana/Ciudad_del_Este,-25.516666666,-54.616666666,6.52|5.97|5.45|4.50|3.33|2.93|3.24|4.04|4.60|5.28|6.33|6.55,4.9,4.73|4.56|3.78|4.14|5.26|3.59|2.75|2.26|4.02|6.80|5.29|5.76,1611,26,36,16,nasa_power,2026-03-20
10_Alto_Parana,Doctor_Raul_Pena,Departamentos/10_Alto_Parana/Doctor_Raul_Pena,-25.5544822,-54.6134886,6.52|5.97|5.45|4.50|3.33|2.93|3.24|4.04|4.60|5.28|6.33|6.55,4.9,4.73|4.56|3.78|4.14|5.26|3.59|2.75|2.26|4.02|6.80|5.29|5.76,1611,26,36,16,nasa_power,2026-03-20
10_Alto_Parana,Domingo_Martinez_de_Irala,Departamentos/10_Alto_Parana/Domingo_Martinez_de_Irala,-25.9104961,-54.6290891,6.52|5.97|5.45|4.50|3.33|2.93|3.24|4.04|4.60|5.28|6.33|6.55,4.9,4.73|4.55|4.13|4.73|5.14|3.88|2.94|2.43|4.11|6.96|5.47|5.92,1674,26,36,16,nasa_power,2026-03-20
10_Alto_Parana,Hernandarias,Departamentos/10_Alto_Parana/Hernandarias,-25.4041794,-54.6320387,6.52|5.97|5.45|4.50|3.33|2.93|3.24|4.04|4.60|5.28|6.33|6.55,4.9,4.73|4.56|3.78|4.14|5.26|3.59|2.75|2.26|4.02|6.80|5.29|5.76,1611,25,35,15,nasa_power,2026-03-20
10_Alto_Parana,Iruna,Departamentos/10_Alto_Parana/Iruna,-26.1118133,-55.056369,6.56|6.06|5.32|4.33|3.21|2.76|3.08|3.81|4.39|5.25|6.31|6.67,4.81,4.70|4.56|4.19|5.14|5.15|3.70|2.82|2.22|3.78|6.53|5.72|5.76,1652,26,36,16,nasa_power,2026-03-20
10_Alto_Parana,Itakyry,Departamentos/10_Alto_Parana/Itakyry,-25.483333333,-57.35,6.76|6.20|5.42|4.44|3.36|2.83|3.21|3.93|4.61|5.49|6.42|6.78,4.95,4.06|4.92|4.37|4.97|4.62|2.47|2.03|1.23|2.44|5.27|6.35|5.78,1477,25,35,15,nasa_power,2026-03-20
10_Alto_Parana,Juan_Emilio_OLeary,Departamentos/10_Alto_Parana/Juan_Emilio_OLeary,-25.55,-55.1167,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.69|4.62|4.02|4.64|5.24|3.49|2.66|2.07|3.78|6.38|5.62|5.63,1608,26,36,16,nasa_power,2026-03-20
10_Alto_Parana,Juan_Leon_Mallorquin,Departamentos/10_Alto_Parana/Juan_Leon_Mallorquin,-25.4291628,-55.25452,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.69|4.62|4.02|4.64|5.24|3.49|2.66|2.07|3.78|6.38|5.62|5.63,1608,25,35,15,nasa_power,2026-03-20
10_Alto_Parana,Los_Cedrales,Departamentos/10_Alto_Parana/Los_Cedrales,-25.6584029,-54.7204891,6.52|5.97|5.45|4.50|3.33|2.93|3.24|4.04|4.60|5.28|6.33|6.55,4.9,4.69|4.62|4.02|4.64|5.24|3.49|2.66|2.07|3.78|6.38|5.62|5.63,1608,26,36,16,nasa_power,2026-03-20
10_Alto_Parana,Mbaracayu,Departamentos/10_Alto_Parana/Mbaracayu,-25.0282763,-54.824091,6.52|5.97|5.45|4.50|3.33|2.93|3.24|4.04|4.60|5.28|6.33|6.55,4.9,4.62|4.69|3.84|4.42|5.24|3.29|2.50|2.00|3.66|6.24|5.69|5.50,1573,25,35,15,nasa_power,2026-03-20
10_Alto_Parana,Minga_Guazu,Departamentos/10_Alto_Parana/Minga_Guazu,-25.4910326,-54.767743,6.52|5.97|5.45|4.50|3.33|2.93|3.24|4.04|4.60|5.28|6.33|6.55,4.9,4.69|4.62|4.02|4.64|5.24|3.49|2.66|2.07|3.78|6.38|5.62|5.63,1608,25,35,15,nasa_power,2026-03-20
10_Alto_Parana,Minga_Pora,Departamentos/10_Alto_Parana/Minga_Pora,-24.8760322,-54.9352852,6.48|5.93|5.56|4.60|3.42|3.02|3.35|4.16|4.70|5.31|6.29|6.46,4.94,4.62|4.69|3.84|4.42|5.24|3.29|2.50|2.00|3.66|6.24|5.69|5.50,1573,25,35,15,nasa_power,2026-03-20
10_Alto_Parana,Nacunday,Departamentos/10_Alto_Parana/Nacunday,-25.9798069,-54.6831659,6.52|5.97|5.45|4.50|3.33|2.93|3.24|4.04|4.60|5.28|6.33|6.55,4.9,4.73|4.55|4.13|4.73|5.14|3.88|2.94|2.43|4.11|6.96|5.47|5.92,1674,26,36,16,nasa_power,2026-03-20
10_Alto_Parana,Naranjal,Departamentos/10_Alto_Parana/Naranjal,-25.9739991,-55.1901109,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.70|4.56|4.19|5.14|5.15|3.70|2.82|2.22|3.78|6.53|5.72|5.76,1652,26,36,16,nasa_power,2026-03-20
10_Alto_Parana,Presidente_Franco,Departamentos/10_Alto_Parana/Presidente_Franco,-25.5651763,-54.6156341,6.52|5.97|5.45|4.50|3.33|2.93|3.24|4.04|4.60|5.28|6.33|6.55,4.9,4.73|4.56|3.78|4.14|5.26|3.59|2.75|2.26|4.02|6.80|5.29|5.76,1611,26,36,16,nasa_power,2026-03-20
10_Alto_Parana,San_Alberto,Departamentos/10_Alto_Parana/San_Alberto,-24.9765429,-54.9116344,6.48|5.93|5.56|4.60|3.42|3.02|3.35|4.16|4.70|5.31|6.29|6.46,4.94,4.62|4.69|3.84|4.42|5.24|3.29|2.50|2.00|3.66|6.24|5.69|5.50,1573,25,35,15,nasa_power,2026-03-20
10_Alto_Parana,San_Cristobal,Departamentos/10_Alto_Parana/San_Cristobal,-25.7780452,-55.3940964,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.57|4.51|4.21|5.38|5.35|3.40|2.68|2.06|3.40|6.23|6.12|5.46,1625,26,36,16,nasa_power,2026-03-20
10_Alto_Parana,Santa_Fe_del_Parana,Departamentos/10_Alto_Parana/Santa_Fe_del_Parana,-25.2269711,-54.7032888,6.52|5.97|5.45|4.50|3.33|2.93|3.24|4.04|4.60|5.28|6.33|6.55,4.9,4.62|4.69|3.84|4.42|5.24|3.29|2.50|2.00|3.66|6.24|5.69|5.50,1573,25,35,15,nasa_power,2026-03-20
10_Alto_Parana,Santa_Rita,Departamentos/10_Alto_Parana/Santa_Rita,-25.8004863,-55.0934459,6.58|6.08|5.45|4.47|3.30|2.90|3.20|3.96|4.53|5.31|6.35|6.66,4.9,4.70|4.56|4.19|5.14|5.15|3.70|2.82|2.22|3.78|6.53|5.72|5.76,1652,26,36,16,nasa_power,2026-03-20
10_Alto_Parana,Santa_Rosa_del_Monday,Departamentos/10_Alto_Parana/Santa_Rosa_del_Monday,-25.8143908,-54.9049752,6.52|5.97|5.45|4.50|3.33|2.93|3.24|4.04|4.60|5.28|6.33|6.55,4.9,4.70|4.56|4.19|5.14|5.15|3.70|2.82|2.22|3.78|6.53|5.72|5.76,1652,26,36,16,nasa_power,2026-03-20
